Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,Text,sentiment,sentiment_label,processed_text
216106,B001QY04Q4,A2EO70A3IS220F,Ann Marie Ritchie,1,1,5,1313539200,Favorite tea,This is my favorite tea.  It has that lovely flavor and aroma of Ceylon tea.  I drink way too many cups of it each day!  I only wish they had a decaf version.,2,positive,Favorite tea lovely flavor aroma cello tea drink way too many cup day wish decay version
17808,B000EVMNO6,A28DQF01VXVK41,K. Bryson,0,0,5,1261526400,Frog Gummies,I LOVE MY FROG GUMMY CANDY...I even shared it with the grand kids (even though I DON'T normally share with anyone).,2,positive,Love frog dummy candy even share grand kid even though not normally share anyone
136889,B001M1DUDU,A2BFA2D3MC3LL2,Tsu Dho Nihm,1,1,5,1332374400,Good packaging - no spills!,"I like this product enough that I used to buy at least a bottle a week locally - mostly to flavor my mineral water and ice tea, while adding some Vitamin C. I was scared to mail-order a 12-pack of glass bottles filled with liquid. I envisioned disaster. Not to worry. They were set in a special foam spacer insert and well-protected. They all arrived intact. The package was still easy to open. The price is really good. I would not hesitate to order again. Good job!",2,positive,Like product enough use buy least bottle week locally mostly flavor mineral water ice tea add vitamin c scar mail order pack glass bottle fill liquid envision disaster not worry set special foam spacer insert well protect arrive intact package still easy open price really good would not hesitate order good job
286014,B000G32YEG,A35T8A43KFWD00,"Rye B. ""JOKI""",0,0,3,1319068800,Pleasant flavor- uneven quality,"I've noticed that with a lot of products on the market today- cereals and snack items like these soynuts, the quality of the food is increasingly subpar, i.e. there are almost always a few grains or other items/detritutus in the package that should not be there. A few of these beans, for example, look like they were dried w/ tiny black spots from dirt or perhaps insects? Some might attribute this to the fact that these beans are a product of China and while I do not think that its origins are the primary source of the problem, it might explain in part the low quality of the edamame. These green babies are tasty enough although the punch of the wasabi is low. Texture is reminiscent of freeze dried food but more solid. For me, the sodium level is just about right but I happen to believe that most products are too salty and that high sodium levels may have as much to do with American's expanding waist lines as HFCS. But back to the product at hand- would I order these again? Maybe, but I am more careful about each bean I pop into my mouth now. As a highly allergy sensitive individual, I can't afford to down bad beans no matter how tiny the black dots are.",1,neutral,Notice lot product market today cereal snack item like sonnet quality food increasingly super e almost always grain item detritutus package not bean example look like dry w tiny black spot dirt perhaps insect might attribute fact bean product china not think origin primary source problem might explain part low quality damage green baby tasty enough although punch asahi low texture reminiscent freeze dry food solid sodium level right happen believe product too salty high sodium level may much american expand waist line fcs back product hand would order maybe careful bean pop mouth highly allergy sensitive individual can not afford bad bean no matter tiny black dot
38016,B0000CERZK,AJ37ZHM9OJK2R,"P. Boatman ""NonCharon""",2,4,1,1218758400,Disappointing,I planted mine in a separate area next to my yellow and mixed color sunflowers and they never sprouted. (shrugs)  I wonder if I got an old batch of seeds.,0,negative,Plant mine separate area next yellow mixed color sunflower never spot shrubs wonder get old batch seed
488358,B0013A0QXC,APNSHQ72ZIKOV,"Dr. Gedalia Snow Rowe ""GSR""",0,0,5,1231977600,Coffee Pod Shipment,We recommend buying the coffee pods through Amazon. They cost less than at the manufacturer's site.,2,positive,Recommend buy coffee pod amazon cost less manufacturer site
246569,B002D4DY8G,A3EFSLEMHNPP6A,Senor Zoidbergo,0,0,2,1262044800,Artificial flavor...?!,"With a legendary name like Gevalia, I was disappointed to find that the coffee contains artificial flavors.  The outside packaging looks gourmet and epicurean, with gold lettering.  Unfortunately, artificial flavoring also plainly occupies the front face.<br /><br />The aroma from the coffee is quite pleasant, however, after brewing, the coffee itself is nothing to write home about.  In fact, it tasted rather bitter.<br /><br />I would not buy this item.",0,negative,Legendary name like regalia disappoint find coffee contains artificial flavor outside packaging look gourmet epicurean gold letter unfortunately artificial favoring also plainly occupy front face aroma coffee quite pleasant however brew coffee nothing write home fact taste rather bitter would not buy item
27076,B003ZNXCE0,A24P78ZUJ7F4T0,Karen,0,0,5,1334793600,Puppy Love!,My bishon/shitzu puppy loves these. They don't last as long as a rawhide more like a treat. The mini size are perfect for her!,2,positive,Bishop shit puppy love not last long awhile like treat mini size perfect
484314,B00020HHGS,AMA4VS04DUD6B,Sydnie,0,0,5,1330387200,Awesome Tea,"I drank this tea at least 4 days a week during the last 6 weeks of my pregnancy.  I wish I did it the entire last trimester and everyday!  I had a 6 hour natural labor and delivery and I only pushed for 15 minutes.  My contractions, even at their most intense, only felt like strong menstrual cramps.  I brewed my tea double strength and then drank it with lemonade.  Delicious and refreshing!  Even on it's own as a hot tea, it's pretty palatable.  My last trimester was in the summer though, so I always drank it iced.  I also used Evening Primrose Oil suppositories for the last 5 weeks. I really believe that these two factors are the main reason why my labor and delivery was so fast and EASY!",2,positive,Drank tea least day week last week pregnancy wish entire last trimester everyday hour natural labor delivery push minute contraction even intense felt like strong menstrual camp brew tea double strength drank lemonade delicious refresh even hot tea pretty playable last trimester summer though always drank ice also use even primrose oil suppository last week really believe two factor main reason labor delivery fast easy
366708,B000GAT6MM,A399YZO3BLRA2R,julia,0,0,5,1329955200,so yummy in a smoothie,"These taste really great in smoothies! They add a creamy texture and a bit of a nutty flavor. What a great way to add protein to a veggie diet! Love them. They arrived fresh and packed nicely. If I ever run out of my 3 lb, I will order again from this seller.",2,positive,Taste really great smoother add creamy texture bit duty flavor great way add protein reggae diet love arrive fresh pack nicely ever run lb order seller
